index,name,price,price_per_kg,category
27,Maki saumon avocat california SUSHIMAN,"5,99",42.79,salmon
0,Verrine saumon fumé fromage ciboulette CARREFOUR,"2,09",2.09,salmon
1,NOUVEAUTÉ,"2,99",21.36,salmon
2,Terrine au saumon et au saumon fumé CARREFOUR,"1,20",1.2,salmon
3,Rillettes de saumon CARREFOUR BIO,"2,99",24.92,salmon
4,Terrine saumon et saumon fumé CARREFOUR EXTRA,"2,49",20.75,salmon
5,Maki saumon IZAKAYA,"4,20",4.2,salmon
6,Maki au saumon SUSHIMAN,"4,59",54.64,salmon
7,Happy salmon HAPPY TOKYO,"11,75",42.27,salmon
8,Chirashi saumon HAPPY TOKYO,"11,20",40.43,salmon
9,Crunch saumon HAPPY TOKYO,"7,95",37.5,salmon
10,Maki saumon HAPPY TOKYO,"4,20",37.17,salmon
11,Sushi saumon HAPPY TOKYO,"8,20",46.59,salmon
12,Sushi saumon HAPPY TOKYO,"4,50",51.14,salmon
13,Verrine saumon/wasabi CARREFOUR,"2,60",2.6,salmon
14,Poke bowl saumon HAPPY TOKYO,"9,95",29.01,salmon
15,Futomaki saumon fromage HAPPY TOKYO,"4,95",29.46,salmon
16,Roll saumon fromage HAPPY TOKYO,"6,20",31.47,salmon
17,Sushi et maki saumon + sauce IZAKAYA,"11,90",11.9,salmon
18,California saumon et mali mixte IZAKAYA,"13,50",13.5,salmon
19,Roll saumon fromage + sauce IZAKAYA,"7,50",7.5,salmon
20,Maki california saumon avocat HAPPY TOKYO,"4,75",33.45,salmon
21,Verrines tartare de saumon tzatziki CARREFOUR LE MARCHE,"5,99",42.79,salmon
22,Verrines tartare de saumon tomate basilic CARREFOUR LE MARCHE,"5,99",42.79,salmon
0,RUSSIE,"10,50",210.0,salmon
1,FRANCE,"7,39",82.11,salmon
0,FRANCE,"0,99",6.6,salad
1,FRANCE,"1,00",6.25,salad
2,FRANCE,"1,29",10.32,salad
3,ESPAGNE,"0,99",0.99,salad
4,FRANCE,"0,99",4.95,salad
5,FRANCE,"1,09",1.09,salad
6,FRANCE,"1,09",1.09,salad
7,FRANCE,"1,09",1.09,salad
8,FRANCE,"1,09",1.09,salad
9,ITALIE,"1,20",9.6,salad
0,FRANCE,"1,99",1.99,salad
1,ESPAGNE,"0,99",0.99,salad
2,FRANCE,"3,39",3.39,salad
3,BELGIQUE,"0,99",4.95,salad
4,FRANCE,"2,79",2.79,salad
5,UNION EUROPEENNE,"0,99",7.92,salad
6,FRANCE,"0,99",7.92,salad
7,ESPAGNE,"3,09",3.09,salad
8,FRANCE,"1,29",10.32,salad
9,FRANCE,"1,20",9.6,salad
10,FRANCE,"1,99",1.99,salad
11,ORIGINE C.E.E.,"1,99",1.99,salad
12,ORIGINE C.E.E.,"2,99",8.54,salad
13,FRANCE,"2,19",21.9,salad
14,FRANCE,"0,99",6.6,salad
15,FRANCE,"0,99",0.99,salad
16,FRANCE,"2,19",21.9,salad
17,ORIGINE C.E.E.,"0,99",0.99,salad
18,FRANCE,"3,09",3.09,salad
19,FRANCE,"0,99",0.99,salad
0,FRANCE,"1,29",1.29,salad
1,Endives spéciale salade PERLE DU NORD,"3,19",5.32,salad
2,Batavia SIMPL,"0,99",7.92,salad
3,Graines mélange pour salade DACO BELLO,"2,40",19.2,salad
4,ESPAGNE,"2,49",16.6,salad
0,FRANCE,"1,99",1.99,tomatoes
1,MAROC,"0,99",3.96,tomatoes
2,FRANCE,"2,50",6.25,tomatoes
3,FRANCE,"0,74",2.99,tomatoes
4,FRANCE,"2,99",2.99,tomatoes
5,MAROC,"2,99",2.99,tomatoes
6,FRANCE,"3,00",6.0,tomatoes
7,FRANCE,"0,74",2.99,tomatoes
8,FRANCE,"3,00",8.57,tomatoes
9,Tomates rondes en grappe Bio CARREFOUR,"3,29",5.48,tomatoes
10,Tomate cerise Bio CARREFOUR BIO,"2,59",12.95,tomatoes
11,Tomate ronde en grappe Bio CARREFOUR BIO,"3,69",6.15,tomatoes
12,FRANCE,"0,99",3.96,tomatoes
13,FRANCE,"3,00",10.0,tomatoes
14,MAROC,"2,50",6.25,tomatoes
15,ESPAGNE,"1,50",7.5,tomatoes
16,MAROC,"3,99",15.96,tomatoes
17,FRANCE,"3,00",10.0,tomatoes
18,FRANCE,"2,51",5.02,tomatoes
19,ESPAGNE,"2,99",5.98,tomatoes
20,FRANCE,"4,59",4.59,tomatoes
21,FRANCE,"5,99",5.99,tomatoes
22,UE ET HORS U.E.,"3,50",11.67,tomatoes
23,FRANCE,"0,92",3.69,tomatoes
24,FRANCE,"7,19",7.19,tomatoes
25,ORIGINE PAYS TIERS,"5,99",5.99,tomatoes
26,ESPAGNE,"1,50",7.5,tomatoes
27,FRANCE,"2,69",10.76,tomatoes
28,FRANCE,"3,49",13.96,tomatoes
29,FRANCE,"2,00",10.0,tomatoes
0,FRANCE,"1,99",1.99,tomatoes
1,MAROC,"0,99",3.96,tomatoes
2,FRANCE,"2,50",6.25,tomatoes
3,FRANCE,"0,74",2.99,tomatoes
4,FRANCE,"2,99",2.99,tomatoes
5,MAROC,"2,99",2.99,tomatoes
6,FRANCE,"3,00",6.0,tomatoes
7,FRANCE,"0,74",2.99,tomatoes
8,FRANCE,"3,00",8.57,tomatoes
9,Tomates rondes en grappe Bio CARREFOUR,"3,29",5.48,tomatoes
10,Tomate cerise Bio CARREFOUR BIO,"2,59",12.95,tomatoes
11,Tomate ronde en grappe Bio CARREFOUR BIO,"3,69",6.15,tomatoes
12,FRANCE,"0,99",3.96,tomatoes
13,FRANCE,"3,00",10.0,tomatoes
14,MAROC,"2,50",6.25,tomatoes
15,ESPAGNE,"1,50",7.5,tomatoes
16,MAROC,"3,99",15.96,tomatoes
17,FRANCE,"3,00",10.0,tomatoes
18,FRANCE,"2,51",5.02,tomatoes
19,ESPAGNE,"2,99",5.98,tomatoes
20,FRANCE,"4,59",4.59,tomatoes
21,FRANCE,"5,99",5.99,tomatoes
22,UE ET HORS U.E.,"3,50",11.67,tomatoes
23,FRANCE,"0,92",3.69,tomatoes
24,FRANCE,"7,19",7.19,tomatoes
25,ORIGINE PAYS TIERS,"5,99",5.99,tomatoes
26,ESPAGNE,"1,50",7.5,tomatoes
27,FRANCE,"2,69",10.76,tomatoes
28,FRANCE,"3,49",13.96,tomatoes
29,FRANCE,"2,00",10.0,tomatoes
0,FRANCE,"2,59",12.95,tomatoes
1,FRANCE,"5,99",5.99,tomatoes
2,FRANCE,"5,99",5.99,tomatoes
3,FRANCE,"2,99",2.99,tomatoes
4,FRANCE,"2,99",2.99,tomatoes
5,FRANCE,"2,99",2.99,tomatoes
6,FRANCE,"6,09",8.12,tomatoes
7,FRANCE,"2,50",5.0,tomatoes
8,Tomates rondes PETIT PRIX,"3,29",3.29,tomatoes
9,FRANCE,"2,50",7.14,tomatoes
10,FRANCE,"4,59",4.59,tomatoes
11,FRANCE,"2,00",5.71,tomatoes
12,ORIGINE PAYS TIERS,"2,90",5.8,tomatoes
13,FRANCE,"1,60",6.4,tomatoes
14,FRANCE,"2,50",6.25,tomatoes
15,FRANCE,"3,00",8.57,tomatoes
16,FRANCE,"2,49",4.99,tomatoes
17,Tomates rondes bio CARREFOUR BIO,"3,51",3.51,tomatoes
18,Tomate SIMPL,"3,49",3.49,tomatoes
19,FRANCE,"5,59",5.59,tomatoes
20,MAROC,"1,50",3.75,tomatoes
21,ORIGINE PAYS TIERS,"1,50",6.0,tomatoes
22,ESPAGNE,"2,00",8.0,tomatoes
23,ORIGINE PAYS TIERS,"5,99",5.99,tomatoes
24,FRANCE,"1,54",6.19,tomatoes
25,FRANCE,"7,01",7.01,tomatoes
26,FRANCE,"2,39",9.56,tomatoes
27,FRANCE,"5,59",5.59,tomatoes
28,FRANCE,"5,59",5.59,tomatoes
29,FRANCE,"5,59",5.59,tomatoes
0,FRANCE,"2,50",12.5,tomatoes
1,Tomates mélangées Bio GRAINES DE PAYSANS,"12,00",6.0,tomatoes
2,Tomates allongées coeur FILIERE QUALITE CARREFOUR,"3,69",6.15,tomatoes
3,Tomates cocktail en grappe Bio COCKTAIL EN GRAPPE,"2,50",6.25,tomatoes
4,FRANCE,"2,99",5.99,tomatoes
5,MAROC,"0,99",4.95,tomatoes
6,FRANCE,"6,99",6.99,tomatoes
7,Mélange de tomates anciennes agroécologie REFLETS DE FRANCE,"4,69",4.69,tomatoes
8,Tomates séchées Bio CARREFOUR BIO,"3,39",33.9,tomatoes
9,Tomates cerise confites à l'origan ENSOLEIL'ADE,"3,35",26.8,tomatoes
10,NOUVEAUTÉ,"4,49",4.49,tomatoes
11,Tapena préparation à base de tomates mi-séchées LES ENSOLEIL'ADES,"3,10",20.67,tomatoes
12,NOUVEAUTÉ,"4,45",4.45,tomatoes
13,Mélange mix graines et tomates SEEBERGER,"3,45",27.6,tomatoes
14,Tomates Déshydratées À L'huile - Pot 230g,"9,39",40.83,tomatoes
0,Carottes vrac FILIERE QUALITE CARREFOUR,"2,49",2.49,carrots
1,Carottes Bio CARREFOUR BIO,"2,99",2.99,carrots
2,Carottes agroécologie FILIERE QUALITE CARREFOUR,"2,29",2.29,carrots
3,Carottes PETIT PRIX,"3,69",1.84,carrots
4,Carottes CARREFOUR,"1,99",1.99,carrots
5,Carottes PLANETE VEGETAL,"0,99",1.98,carrots
6,FRANCE,"2,49",2.49,carrots
7,FRANCE,"2,99",2.99,carrots
8,FRANCE,"2,49",2.49,carrots
9,Carottes des sables REFLETS DE FRANCE,"1,69",1.69,carrots
10,FRANCE,"2,79",2.79,carrots
11,Carottes en sachet FILIERE QUALITE CARREFOUR,"4,29",1.43,carrots
12,Carottes CARREFOUR,"1,19",1.19,carrots
13,FRANCE,"2,19",2.19,carrots
14,FRANCE,"2,55",2.55,carrots
15,ORIGINE C.E.E.,"0,99",1.98,carrots
16,FRANCE,"0,99",0.66,carrots
17,FRANCE,"3,69",2.46,carrots
18,FRANCE,"6,10",1.22,carrots
19,FRANCE,"1,29",1.72,carrots
20,Carottes Filière Qualité Carrefour Agroécologie CARREFOUR LE MARCHE,"2,79",1.86,carrots
21,FRANCE,"2,59",2.59,carrots
22,ORIGINE PAYS TIERS,"3,01",3.01,carrots
23,FRANCE,"3,09",3.09,carrots
24,Carottes Baby prêtes à croquer FLORETTE,"2,15",8.6,carrots
25,Carottes Baby prêtes à croquer FLORETTE,"3,39",7.53,carrots
26,Carottes râpées FLORETTE,"1,75",7.0,carrots
27,Carottes en rondelles LUNOR,"1,55",3.1,carrots
28,Carottes râpées CARREFOUR LE MARCHE,"2,00",5.71,carrots
29,Carottes râpées CARREFOUR LE MARCHE,"1,00",6.25,carrots
0,Carottes vrac FILIERE QUALITE CARREFOUR,"2,49",2.49,carrots
1,Carottes Bio CARREFOUR BIO,"2,99",2.99,carrots
2,Carottes agroécologie FILIERE QUALITE CARREFOUR,"2,29",2.29,carrots
3,Carottes PETIT PRIX,"3,69",1.84,carrots
4,Carottes CARREFOUR,"1,99",1.99,carrots
5,Carottes PLANETE VEGETAL,"0,99",1.98,carrots
6,FRANCE,"2,49",2.49,carrots
7,FRANCE,"2,99",2.99,carrots
8,FRANCE,"2,49",2.49,carrots
9,Carottes des sables REFLETS DE FRANCE,"1,69",1.69,carrots
10,FRANCE,"2,79",2.79,carrots
11,Carottes en sachet FILIERE QUALITE CARREFOUR,"4,29",1.43,carrots
12,Carottes CARREFOUR,"1,19",1.19,carrots
13,FRANCE,"2,19",2.19,carrots
14,FRANCE,"2,55",2.55,carrots
15,ORIGINE C.E.E.,"0,99",1.98,carrots
16,FRANCE,"0,99",0.66,carrots
17,FRANCE,"3,69",2.46,carrots
18,FRANCE,"6,10",1.22,carrots
19,FRANCE,"1,29",1.72,carrots
20,Carottes Filière Qualité Carrefour Agroécologie CARREFOUR LE MARCHE,"2,79",1.86,carrots
21,FRANCE,"2,59",2.59,carrots
22,ORIGINE PAYS TIERS,"3,01",3.01,carrots
23,FRANCE,"3,09",3.09,carrots
24,Carottes Baby prêtes à croquer FLORETTE,"2,15",8.6,carrots
25,Carottes Baby prêtes à croquer FLORETTE,"3,39",7.53,carrots
26,Carottes râpées FLORETTE,"1,75",7.0,carrots
27,Carottes en rondelles LUNOR,"1,55",3.1,carrots
28,Carottes râpées CARREFOUR LE MARCHE,"2,00",5.71,carrots
29,Carottes râpées CARREFOUR LE MARCHE,"1,00",6.25,carrots
0,Carottes nantaises Bio FLORETTE,"1,75",10.94,carrots
1,Carottes Baby sauce ciboulette LA FERME A JULES,"2,50",12.5,carrots
2,Carottes et betteraves rapées FLORETTE,"1,85",10.28,carrots
3,Purée fraîche de carottes CREALINE,"3,15",7.88,carrots
4,Purée fraîche pommes de terre carottes CREALINE,"3,15",7.88,carrots
5,Mélange de crudités chou radis carottes FLORETTE,"2,10",11.67,carrots
6,Duo de bâtonnets concombres carottes LES CRUDETTES,"3,49",11.63,carrots
7,Mélange carotte chou blanc betterave FLORETTE,"1,75",9.72,carrots
8,Jus orange et carotte INNOCENT,"3,59",3.99,carrots
